filename,width,height,class,xmin,ymin,xmax,ymax
00025.jpg,1224,688,Adventices,961.5,17.25,1039.75,138.0
00025.jpg,1224,688,Adventices,1097.25,535.0,1196.25,615.5
00025.jpg,1224,688,Adventices,231.0,232.25,303.5,288.75
00025.jpg,1224,688,Adventices,140.25,306.0,215.0,369.25003
00025.jpg,1224,688,Adventices,136.75,71.25,212.75,117.25
00025.jpg,1224,688,Adventices,774.0,0.0,819.0,55.25
00025.jpg,1224,688,Adventices,891.5,0.0,936.24994,57.5
00025.jpg,1224,688,Adventices,978.75,138.0,1058.25,201.25
00025.jpg,1224,688,Adventices,1002.99994,449.74997,1077.75,539.5
00025.jpg,1224,688,Adventices,843.0,383.0,896.0,425.5
00007.jpg,1224,688,Lavandin,503.75,111.5,756.75,331.25
00007.jpg,1224,688,Lavandin,544.0,0.0,744.25,64.25
00007.jpg,1224,688,Lavandin,486.5,365.75,799.5,680.0
00007.jpg,1224,688,Adventices,388.75,323.25,435.75,380.75
00007.jpg,1224,688,Adventices,301.25,559.0,335.75,601.75
00007.jpg,1224,688,Adventices,240.25,155.25,280.5,217.25
00007.jpg,1224,688,Adventices,202.25002,232.25,242.50002,270.25
00007.jpg,1224,688,Adventices,162.00002,203.5,199.0,240.5
00068.jpg,1224,688,Lavandin,356.49997,348.5,821.25,688.0
00068.jpg,1224,688,Lavandin,402.5,54.0,752.25,324.25
00068.jpg,1224,688,Lavandin,1123.75,26.5,1224.0,235.75
00099.jpg,1224,919,Lavandin,776.1951,41.026787,1071.3732,358.79788
00099.jpg,1224,919,Lavandin,0.0,615.4018,198.15366,910.42163
00099.jpg,1224,919,Lavandin,28.734146,356.56006,264.57806,600.8559
00099.jpg,1224,919,Adventices,453.02927,287.5605,545.20245,372.22482
00099.jpg,1224,919,Adventices,453.02927,95.48052,570.57806,263.31735
00099.jpg,1224,919,Adventices,449.67075,0.0,612.74634,66.3888
00099.jpg,1224,919,Adventices,430.26584,369.987,623.5683,613.9099
00099.jpg,1224,919,Adventices,792.9878,411.0138,947.85364,583.6992
00099.jpg,1224,919,Adventices,720.59265,613.9099,801.5707,686.63916
00099.jpg,1224,919,Adventices,642.97314,103.68588,730.29517,215.20413
00099.jpg,1224,919,Adventices,650.43665,235.71753,707.1585,304.71713
00099.jpg,1224,919,Adventices,660.13904,314.0414,721.71216,371.10593
00099.jpg,1224,919,Adventices,358.99023,859.69763,447.05853,919.0
00099.jpg,1224,919,Adventices,448.17807,825.75726,507.51218,901.8433
00099.jpg,1224,919,Adventices,507.51218,785.8494,557.1439,853.3571
00099.jpg,1224,919,Adventices,287.34146,628.4558,511.2439,812.3304
00099.jpg,1224,919,Adventices,509.00485,681.7906,595.9537,748.1794
00017.jpg,1224,688,Lavandin,235.75,0.0,392.25,79.25
00017.jpg,1224,688,Lavandin,184.0,104.5,364.49997,236.99998
00017.jpg,1224,688,Lavandin,75.75,293.25,316.25,483.25
00017.jpg,1224,688,Lavandin,759.0,0.0,908.75,72.5
00017.jpg,1224,688,Lavandin,801.75,69.0,998.50006,209.25
00017.jpg,1224,688,Lavandin,873.0,237.99998,1110.0,442.75
00017.jpg,1224,688,Lavandin,980.0,490.0,1224.0,687.75
00017.jpg,1224,688,Adventices,668.25,630.5,759.0,687.75
00017.jpg,1224,688,Adventices,621.0,469.24997,671.75,528.0
00017.jpg,1224,688,Adventices,564.75,382.00003,628.0,424.5
00017.jpg,1224,688,Adventices,576.25,342.75,630.24994,373.75
00017.jpg,1224,688,Adventices,565.75,273.75,617.75006,311.75
00017.jpg,1224,688,Adventices,551.0,47.0,609.5,79.25
00017.jpg,1224,688,Adventices,585.5,168.75,643.0,241.5
00017.jpg,1224,688,Adventices,271.25,562.5,324.25,604.0
00017.jpg,1224,688,Adventices,709.75,505.5,770.0,549.0
00017.jpg,1224,688,Adventices,857.99994,464.5,923.25,535.75
00084.jpg,1224,688,Lavandin,484.25,298.0,754.5,622.25
00084.jpg,1224,688,Lavandin,511.75,34.5,746.5,242.75002
00084.jpg,1224,688,Adventices,1029.5,342.75,1088.25,389.99997
00084.jpg,1224,688,Adventices,936.24994,0.0,1007.5,36.75
00084.jpg,1224,688,Adventices,1013.25,223.25002,1107.75,309.5
00084.jpg,1224,688,Adventices,1125.0,463.5,1165.25,498.0
00084.jpg,1224,688,Adventices,779.75,210.0,809.75,245.0
00084.jpg,1224,688,Adventices,851.0,652.75,921.0,688.0
00084.jpg,1224,688,Adventices,820.75,397.0,851.0,417.49997
00066.jpg,1224,688,Lavandin,288.5,24.000002,399.0,74.75
00066.jpg,1224,688,Lavandin,247.25,107.0,395.5,204.74998
00066.jpg,1224,688,Lavandin,170.24998,252.0,340.49997,375.0
00066.jpg,1224,688,Lavandin,95.25,441.74997,338.0,680.0
00066.jpg,1224,688,Lavandin,731.5,14.999999,886.75,110.5
00066.jpg,1224,688,Lavandin,786.75006,115.0,926.0,212.75
00066.jpg,1224,688,Lavandin,875.25,224.25002,1064.0,384.25
00066.jpg,1224,688,Lavandin,969.75,389.99997,1202.0,642.0
00066.jpg,1224,688,Lavandin,1138.75,0.0,1224.0,48.250004
00066.jpg,1224,688,Adventices,448.5,272.5,480.75,303.75
00066.jpg,1224,688,Adventices,0.0,166.75,56.25,237.99998
00066.jpg,1224,688,Adventices,203.5,39.0,241.5,69.0
00066.jpg,1224,688,Adventices,592.25,490.0,670.5,564.75
00066.jpg,1224,688,Adventices,794.75006,532.5,830.5,566.0
00066.jpg,1224,688,Adventices,733.75,638.5,784.5,671.75
00014.jpg,1224,688,Lavandin,1163.0,55.25,1224.0,203.5
00014.jpg,1224,688,Lavandin,470.5,112.75,676.25,299.0
00014.jpg,1224,688,Lavandin,444.99997,357.74997,708.50006,628.0
00014.jpg,1224,688,Adventices,881.0,216.25,930.5,273.75
00014.jpg,1224,688,Adventices,862.75,98.75,953.5,186.24998
00014.jpg,1224,688,Adventices,867.25,42.5,947.75006,88.5
00014.jpg,1224,688,Adventices,217.25,10.25,272.5,59.749996
00014.jpg,1224,688,Adventices,223.0,81.5,314.0,170.25
00014.jpg,1224,688,Adventices,992.75,632.75,1090.5,687.75
00014.jpg,1224,688,Adventices,1028.25,574.0,1079.0,614.25
00014.jpg,1224,688,Adventices,968.5,324.25,1030.5,368.0
00014.jpg,1224,688,Adventices,682.0,3.5,727.75,60.249996
00014.jpg,1224,688,Adventices,785.75,235.25,806.25,253.25
00014.jpg,1224,688,Adventices,808.75,254.50002,828.0,278.75
00014.jpg,1224,688,Adventices,1092.25,469.5,1140.5,503.25
00014.jpg,1224,688,Adventices,842.5,0.0,923.25,34.75
00075.jpg,1224,688,Lavandin,456.5,276.0,741.75,543.0
00075.jpg,1224,688,Lavandin,468.0,17.25,691.25,201.25
00075.jpg,1224,688,Adventices,949.0,276.0,1001.75,323.25
00075.jpg,1224,688,Adventices,103.5,508.5,171.25,546.5
00075.jpg,1224,688,Adventices,151.75,69.0,284.0,147.25
00075.jpg,1224,688,Adventices,151.75,0.0,217.25,49.499996
00075.jpg,1224,688,Adventices,330.0,54.0,389.75,103.5
00075.jpg,1224,688,Adventices,299.0,110.5,347.25,159.75
00075.jpg,1224,688,Adventices,358.75,107.0,404.75,164.5
00075.jpg,1224,688,Adventices,316.25,533.75,387.5,658.0
00075.jpg,1224,688,Adventices,207.0,614.25,289.75,676.5
00075.jpg,1224,688,Adventices,997.25,88.5,1038.75,107.0
00075.jpg,1224,688,Adventices,375.0,218.49998,450.75003,295.5
00075.jpg,1224,688,Adventices,343.75,300.25,375.0,316.25
00075.jpg,1224,688,Adventices,345.0,324.25,373.75,344.0
00075.jpg,1224,688,Adventices,229.25,552.75,295.5,592.5
00075.jpg,1224,688,Adventices,383.75,371.5,441.75,439.25
00075.jpg,1224,688,Adventices,427.25,537.0,462.25,570.75
00075.jpg,1224,688,Adventices,510.5,556.25,540.75,591.25
00024.jpg,1224,688,Lavandin,1.0,425.5,299.0,688.0
00024.jpg,1224,688,Lavandin,177.0,184.0,370.25003,331.25
00024.jpg,1224,688,Lavandin,235.75,113.75,394.5,189.75
00024.jpg,1224,688,Lavandin,277.0,5.75,441.5,110.5
00024.jpg,1224,688,Lavandin,904.0,342.75,1127.25,545.25
00024.jpg,1224,688,Lavandin,832.75,155.25,1018.0,302.5
00024.jpg,1224,688,Lavandin,796.0,67.75,946.75,159.75
00024.jpg,1224,688,Lavandin,763.75,2.25,909.75,63.25
00024.jpg,1224,688,Adventices,597.0,280.75,623.5,304.75
00024.jpg,1224,688,Adventices,638.24994,394.5,678.5,431.25
00024.jpg,1224,688,Adventices,35.5,46.0,89.5,75.75
00034.jpg,1224,688,Lavandin,475.0,120.75,712.99994,292.25
00034.jpg,1224,688,Lavandin,467.0,385.24997,738.5,671.75
00034.jpg,1224,688,Lavandin,517.5,0.0,678.5,75.75
00034.jpg,1224,688,Adventices,901.75,89.75,1000.75,207.0
00034.jpg,1224,688,Adventices,1042.0,438.25,1125.0,524.5
00034.jpg,1224,688,Adventices,994.99994,429.00003,1034.0,479.75
00034.jpg,1224,688,Adventices,915.5,3.5,969.75,44.75
00034.jpg,1224,688,Adventices,957.0,607.5,1123.75,688.0
00034.jpg,1224,688,Adventices,931.75006,273.75,999.25,330.5
00106.jpg,1224,919,Lavandin,926.2098,280.47403,1192.2805,560.94806
00106.jpg,1224,919,Lavandin,964.64636,634.79626,1224.0,919.0
00106.jpg,1224,919,Lavandin,921.3585,54.08076,1169.1439,239.07428
00106.jpg,1224,919,Lavandin,125.38537,213.71225,354.139,391.61932
00106.jpg,1224,919,Adventices,17.912195,338.2845,166.43416,468.82425
00106.jpg,1224,919,Lavandin,78.36585,452.0406,321.3,649.3421
00106.jpg,1224,919,Lavandin,0.0,782.11975,190.69025,918.627
00106.jpg,1224,919,Adventices,464.2244,696.3365,571.6976,805.2439
00106.jpg,1224,919,Adventices,483.2561,446.07306,610.5073,665.0069
00106.jpg,1224,919,Adventices,477.28534,278.98215,611.62683,430.40826
00106.jpg,1224,919,Adventices,509.00485,142.47484,644.4658,265.92816
00106.jpg,1224,919,Adventices,646.70483,85.78328,712.0097,140.23701
00106.jpg,1224,919,Adventices,702.3073,201.77719,796.7195,293.528
00106.jpg,1224,919,Adventices,656.40735,310.68466,773.58295,396.46793
00106.jpg,1224,919,Adventices,762.761,334.92773,847.4707,448.31088
00106.jpg,1224,919,Adventices,506.39267,3.356737,632.1512,127.92898
00106.jpg,1224,919,Adventices,664.9903,468.82425,815.0049,649.3421
00069.jpg,1224,688,Lavandin,485.25,71.25,724.50006,287.5
00069.jpg,1224,688,Lavandin,491.0,318.5,779.75,622.25
00069.jpg,1224,688,Adventices,282.75,0.0,334.75,35.5
00069.jpg,1224,688,Adventices,870.75,47.0,973.0,148.25
00069.jpg,1224,688,Adventices,869.50006,173.75,1024.75,283.0
00069.jpg,1224,688,Adventices,954.75,281.75,1058.25,339.25
00069.jpg,1224,688,Adventices,1018.99994,541.75,1123.75,661.5
00069.jpg,1224,688,Adventices,1165.25,512.0,1224.0,593.5
00069.jpg,1224,688,Adventices,970.75,501.49997,1007.5,539.5
00069.jpg,1224,688,Adventices,949.0,348.5,1104.25,533.75
00069.jpg,1224,688,Adventices,156.25,353.25,208.0,396.75003
00069.jpg,1224,688,Adventices,140.25,279.5,269.0,353.25
00069.jpg,1224,688,Adventices,190.75,80.5,239.25,135.75
00069.jpg,1224,688,Adventices,247.25,61.0,296.75,119.49999
00074.jpg,1224,688,Lavandin,301.25,0.0,430.0,39.0
00074.jpg,1224,688,Lavandin,251.75,43.75,402.5,146.0
00074.jpg,1224,688,Lavandin,164.5,158.75,355.25,281.75
00074.jpg,1224,688,Lavandin,101.0,286.5,316.25,484.25
00074.jpg,1224,688,Lavandin,0.0,564.75,216.25,688.0
00074.jpg,1224,688,Lavandin,904.0,386.5,1190.5,637.25
00074.jpg,1224,688,Lavandin,838.5,182.75,1047.75,356.50003
00074.jpg,1224,688,Lavandin,783.24994,54.0,944.24994,166.75
00074.jpg,1224,688,Lavandin,752.25,0.0,888.0,55.25
00074.jpg,1224,688,Adventices,1103.0,222.0,1153.75,263.5
00095.jpg,1224,688,Lavandin,484.25,34.5,747.5,272.5
00095.jpg,1224,688,Lavandin,471.5,314.0,753.25,606.25
00095.jpg,1224,688,Adventices,885.75,5.75,1024.75,88.5
00095.jpg,1224,688,Adventices,920.24994,202.5,991.5,263.5
00095.jpg,1224,688,Adventices,992.75,127.75001,1084.75,349.75003
00095.jpg,1224,688,Adventices,957.0,329.0,1020.25,413.0
00095.jpg,1224,688,Adventices,1012.25,506.24997,1220.5,677.5
00095.jpg,1224,688,Adventices,1188.25,174.75,1224.0,229.0
00095.jpg,1224,688,Lavandin,1188.25,174.75,1224.0,229.0
00095.jpg,1224,688,Adventices,1047.75,392.25,1137.0,477.75
00095.jpg,1224,688,Adventices,30.0,633.5,82.00001,686.75
00095.jpg,1224,688,Adventices,259.5,153.25,301.75,194.25
00095.jpg,1224,688,Lavandin,0.0,0.0,35.0,91.5
00053.jpg,1224,688,Lavandin,101.0,350.75,369.25,568.25
00053.jpg,1224,688,Lavandin,202.25002,138.0,401.25,302.5
00053.jpg,1224,688,Lavandin,268.0,24.000002,420.99997,132.25
00053.jpg,1224,688,Lavandin,740.75,1.0,889.0,90.75
00053.jpg,1224,688,Lavandin,784.5,96.50001,953.5,217.25
00053.jpg,1224,688,Lavandin,874.25,227.75,1056.0,375.0
00053.jpg,1224,688,Lavandin,969.75,410.75,1211.25,644.25
00053.jpg,1224,688,Adventices,1173.25,245.0,1224.0,314.0
00053.jpg,1224,688,Adventices,667.0,594.75,712.99994,629.25
00053.jpg,1224,688,Adventices,395.5,614.25,473.75,688.0
00053.jpg,1224,688,Adventices,6.75,292.25,49.25,338.25
00053.jpg,1224,688,Adventices,3.25,235.75,67.75,283.0
00053.jpg,1224,688,Adventices,0.0,123.0,135.0,234.75
00001.jpg,1224,688,Lavandin,440.5,20.75,727.0,286.5
00001.jpg,1224,688,Lavandin,447.75,304.0,771.75,656.75
00001.jpg,1224,688,Adventices,1023.75,555.5,1108.75,651.0
00001.jpg,1224,688,Adventices,959.25,29.749998,1036.25,93.0
00001.jpg,1224,688,Adventices,930.5,84.0,976.5,134.5
00001.jpg,1224,688,Adventices,944.24994,208.25,1027.25,314.0
00001.jpg,1224,688,Adventices,1030.75,423.5,1118.75,512.75
00001.jpg,1224,688,Adventices,968.0,360.75,1033.25,434.5
00001.jpg,1224,688,Adventices,918.49994,130.25,968.0,174.75
00001.jpg,1224,688,Adventices,972.74994,173.75,1033.25,206.25
00001.jpg,1224,688,Adventices,0.0,144.75,27.75,185.75
00001.jpg,1224,688,Adventices,346.25003,158.0,377.75,179.75
00004.jpg,1224,688,Lavandin,450.75003,0.0,695.75,100.0
00004.jpg,1224,688,Lavandin,465.75,145.0,712.0,365.75
00004.jpg,1224,688,Lavandin,436.99997,385.24997,741.75,683.25
00004.jpg,1224,688,Adventices,150.5,333.5,193.25,378.5
00004.jpg,1224,688,Adventices,182.75,212.75,222.0,260.0
00004.jpg,1224,688,Adventices,167.75,95.50001,257.5,170.25
00004.jpg,1224,688,Adventices,739.5,162.25,796.0,218.49998
00004.jpg,1224,688,Adventices,938.5,332.5,1010.99994,432.5
00004.jpg,1224,688,Adventices,961.5,622.25,1081.25,687.75
00004.jpg,1224,688,Adventices,886.75,187.5,988.0,296.75
00004.jpg,1224,688,Adventices,800.5,100.0,900.5,178.25002
00004.jpg,1224,688,Adventices,836.25,51.75,927.0,97.75
00004.jpg,1224,688,Adventices,838.5,0.0,930.5,50.5
00004.jpg,1224,688,Adventices,911.0,130.0,944.24994,166.75
00004.jpg,1224,688,Adventices,836.25,205.74998,868.5,239.25
00004.jpg,1224,688,Adventices,841.99994,326.75,868.5,362.25
